loan_id,snapshot_month,outstanding_balance,scheduled_payment,days_past_due,dpd_bucket,risk_tier,loan_status_snapshot,watch_list_flag
LN-20006,2026-07-01,150807.37,978.99,0,Current,2,Active,N
LN-20007,2025-10-01,1725600.0,15022.34,0,Current,2,Active,N
LN-20007,2025-11-01,1719910.28,15022.34,0,Current,2,Active,N
LN-20007,2025-12-01,1714189.78,15022.34,0,Current,2,Active,N
LN-20007,2026-01-01,1708438.35,15022.34,0,Current,2,Active,N
LN-20007,2026-02-01,1702655.81,15022.34,0,Current,2,Active,N
LN-20007,2026-03-01,1696841.99,15022.34,0,Current,2,Active,N
LN-20007,2026-04-01,1690996.73,15022.34,0,Current,2,Active,N
LN-20007,2026-05-01,1685119.86,15022.34,0,Current,2,Active,N
LN-20007,2026-06-01,1679211.21,15022.34,0,Current,2,Active,N
LN-20007,2026-07-01,1673270.6,15022.34,0,Current,2,Active,N
LN-20008,2024-08-01,91156.7,6009.67,0,Current,3,Active,N
LN-20008,2024-09-01,85725.88,6009.67,0,Current,3,Active,N
LN-20008,2024-10-01,80260.56,6009.67,0,Current,3,Active,N
LN-20008,2024-11-01,74760.55,6009.67,0,Current,3,Active,N
LN-20008,2024-12-01,69225.61,6009.67,0,Current,3,Active,N
LN-20008,2025-01-01,63655.52,6009.67,0,Current,3,Active,N
LN-20008,2025-02-01,58050.06,6009.67,0,Current,3,Active,N
LN-20008,2025-03-01,52409.01,6009.67,0,Current,3,Active,N
LN-20008,2025-04-01,46732.13,6009.67,0,Current,3,Active,N
LN-20008,2025-05-01,41019.21,6009.67,0,Current,3,Active,N
LN-20008,2025-06-01,35270.01,6009.67,0,Current,3,Active,N
LN-20008,2025-07-01,29484.31,6009.67,0,Current,3,Active,N
LN-20008,2025-08-01,23661.86,6009.67,2,1-29 Days,3,Active,Y
LN-20008,2025-09-01,17802.44,6009.67,25,1-29 Days,3,Active,N
LN-20008,2025-10-01,11905.82,6009.67,26,1-29 Days,3,Active,N
LN-20008,2025-11-01,5971.75,6009.67,1,1-29 Days,3,Active,N
LN-20009,2024-08-01,545790.22,4515.61,0,Current,3,Active,N
LN-20009,2024-09-01,544394.7,4515.61,0,Current,3,Active,N
LN-20009,2024-10-01,542991.22,4515.61,0,Current,3,Active,N
LN-20009,2024-11-01,541579.7,4515.61,0,Current,3,Active,N
LN-20009,2024-12-01,540160.12,4515.61,0,Current,3,Active,N
LN-20009,2025-01-01,538732.43,4515.61,0,Current,3,Active,N
LN-20009,2025-02-01,537296.57,4515.61,0,Current,3,Active,N
LN-20009,2025-03-01,535852.5,4515.61,0,Current,3,Active,N
LN-20009,2025-04-01,534400.18,4515.61,0,Current,3,Active,N
LN-20009,2025-05-01,532939.56,4515.61,0,Current,3,Active,N
LN-20009,2025-06-01,531470.58,4515.61,0,Current,3,Active,N
LN-20009,2025-07-01,529993.21,4515.61,0,Current,3,Active,N
LN-20009,2025-08-01,528507.39,4515.61,8,1-29 Days,3,Active,Y
LN-20009,2025-09-01,527013.08,4515.61,29,1-29 Days,3,Active,N
LN-20009,2025-10-01,525510.23,4515.61,25,1-29 Days,3,Active,N
LN-20009,2025-11-01,523998.78,4515.61,15,1-29 Days,3,Active,N
LN-20009,2025-12-01,522478.7,4515.61,11,1-29 Days,3,Active,N
LN-20009,2026-01-01,520949.92,4515.61,12,1-29 Days,3,Active,N
LN-20009,2026-02-01,519412.41,4515.61,17,1-29 Days,3,Active,N
LN-20009,2026-03-01,517866.11,4515.61,4,1-29 Days,3,Active,N
LN-20009,2026-04-01,516310.96,4515.61,16,1-29 Days,3,Active,N
LN-20009,2026-05-01,514746.93,4515.61,13,1-29 Days,3,Active,N
LN-20009,2026-06-01,513173.95,4515.61,14,1-29 Days,3,Active,N
LN-20009,2026-07-01,511591.99,4515.61,0,Current,3,Active,N
LN-20010,2025-10-01,795900.0,12023.94,0,Current,1,Active,N
LN-20010,2025-11-01,788538.71,12023.94,0,Current,1,Active,N
LN-20010,2025-12-01,781134.29,12023.94,0,Current,1,Active,N
LN-20010,2026-01-01,773686.5,12023.94,0,Current,1,Active,N
LN-20010,2026-02-01,766195.07,12023.94,0,Current,1,Active,N
LN-20010,2026-03-01,758659.76,12023.94,0,Current,1,Active,N
LN-20010,2026-04-01,751080.3,12023.94,0,Current,1,Active,N
LN-20010,2026-05-01,743456.44,12023.94,0,Current,1,Active,N
LN-20010,2026-06-01,735787.92,12023.94,0,Current,1,Active,N
LN-20010,2026-07-01,728074.47,12023.94,0,Current,1,Active,N
LN-20011,2024-08-01,125687.16,5410.77,0,Current,1,Active,N
LN-20011,2024-09-01,120997.0,5410.77,0,Current,1,Active,N
LN-20011,2024-10-01,116279.95,5410.77,0,Current,1,Active,N
LN-20011,2024-11-01,111535.85,5410.77,0,Current,1,Active,N
LN-20011,2024-12-01,106764.56,5410.77,0,Current,1,Active,N
LN-20011,2025-01-01,101965.91,5410.77,0,Current,1,Active,N
LN-20011,2025-02-01,97139.74,5410.77,0,Current,1,Active,N
LN-20011,2025-03-01,92285.91,5410.77,0,Current,1,Active,N
LN-20011,2025-04-01,87404.25,5410.77,0,Current,1,Active,N
LN-20011,2025-05-01,82494.6,5410.77,0,Current,1,Active,N
LN-20011,2025-06-01,77556.8,5410.77,0,Current,1,Active,N
LN-20011,2025-07-01,72590.69,5410.77,0,Current,1,Active,N
LN-20011,2025-08-01,67596.11,5410.77,0,Current,1,Active,N
LN-20011,2025-09-01,62572.89,5410.77,0,Current,1,Active,N
LN-20011,2025-10-01,57520.88,5410.77,0,Current,1,Active,N
LN-20011,2025-11-01,52439.89,5410.77,0,Current,1,Active,N
LN-20011,2025-12-01,47329.78,5410.77,0,Current,1,Active,N
LN-20011,2026-01-01,42190.37,5410.77,0,Current,1,Active,N
LN-20011,2026-02-01,37021.49,5410.77,0,Current,1,Active,N
LN-20011,2026-03-01,31822.98,5410.77,0,Current,1,Active,N
LN-20011,2026-04-01,26594.67,5410.77,0,Current,1,Active,N
LN-20011,2026-05-01,21336.38,5410.77,0,Current,1,Active,N
LN-20011,2026-06-01,16047.94,5410.77,0,Current,1,Active,N
LN-20011,2026-07-01,10729.18,5410.77,0,Current,1,Active,N
LN-20012,2026-02-01,513500.0,7838.24,0,Current,2,Active,N
LN-20012,2026-03-01,508806.94,7838.24,0,Current,2,Active,N
LN-20012,2026-04-01,504085.14,7838.24,0,Current,2,Active,N
LN-20012,2026-05-01,499334.42,7838.24,0,Current,2,Active,N
LN-20012,2026-06-01,494554.6,7838.24,0,Current,2,Active,N
LN-20012,2026-07-01,489745.5,7838.24,0,Current,2,Active,N
LN-20013,2024-08-01,365933.05,2626.61,0,Current,2,Active,N
LN-20013,2024-09-01,365255.03,2626.61,0,Current,2,Active,N
LN-20013,2024-10-01,364573.4,2626.61,0,Current,2,Active,N
LN-20013,2024-11-01,363888.14,2626.61,0,Current,2,Active,N
LN-20013,2024-12-01,363199.23,2626.61,0,Current,2,Active,N
LN-20013,2025-01-01,362506.65,2626.61,0,Current,2,Active,N
LN-20013,2025-02-01,361810.38,2626.61,0,Current,2,Active,N
LN-20013,2025-03-01,361110.41,2626.61,0,Current,2,Active,N
LN-20013,2025-04-01,360406.7,2626.61,23,1-29 Days,2,Active,Y
LN-20013,2025-05-01,359699.26,2626.61,1,1-29 Days,2,Active,N
LN-20013,2025-06-01,358988.04,2626.61,2,1-29 Days,2,Active,N
LN-20013,2025-07-01,358273.04,2626.61,7,1-29 Days,2,Active,N
LN-20013,2025-08-01,357554.22,2626.61,0,Current,2,Active,N
LN-20013,2025-09-01,356831.59,2626.61,0,Current,2,Active,N
LN-20013,2025-10-01,356105.1,2626.61,0,Current,2,Active,N
LN-20013,2025-11-01,355374.74,2626.61,0,Current,2,Active,N
LN-20013,2025-12-01,354640.5,2626.61,0,Current,2,Active,N
LN-20013,2026-01-01,353902.35,2626.61,0,Current,2,Active,N
LN-20013,2026-02-01,353160.26,2626.61,0,Current,2,Active,N
LN-20013,2026-03-01,352414.22,2626.61,0,Current,2,Active,N
LN-20013,2026-04-01,351664.22,2626.61,0,Current,2,Active,N
LN-20013,2026-05-01,350910.21,2626.61,0,Current,2,Active,N
LN-20013,2026-06-01,350152.19,2626.61,0,Current,2,Active,N
LN-20013,2026-07-01,349390.14,2626.61,0,Current,2,Active,N
LN-20014,2024-08-01,512601.98,6223.95,0,Current,1,Active,N
LN-20014,2024-09-01,509265.69,6223.95,0,Current,1,Active,N
LN-20014,2024-10-01,505910.61,6223.95,0,Current,1,Active,N
LN-20014,2024-11-01,502536.63,6223.95,0,Current,1,Active,N
LN-20014,2024-12-01,499143.64,6223.95,0,Current,1,Active,N
LN-20014,2025-01-01,495731.54,6223.95,0,Current,1,Active,N
LN-20014,2025-02-01,492300.21,6223.95,0,Current,1,Active,N
LN-20014,2025-03-01,488849.56,6223.95,0,Current,1,Active,N
LN-20014,2025-04-01,485379.47,6223.95,0,Current,1,Active,N
LN-20014,2025-05-01,481889.83,6223.95,0,Current,1,Active,N
LN-20014,2025-06-01,478380.53,6223.95,0,Current,1,Active,N
LN-20014,2025-07-01,474851.46,6223.95,0,Current,1,Active,N
LN-20014,2025-08-01,471302.51,6223.95,0,Current,1,Active,N
LN-20014,2025-09-01,467733.57,6223.95,0,Current,1,Active,N
LN-20014,2025-10-01,464144.52,6223.95,0,Current,1,Active,N
LN-20014,2025-11-01,460535.26,6223.95,0,Current,1,Active,N
LN-20014,2025-12-01,456905.66,6223.95,0,Current,1,Active,N
LN-20014,2026-01-01,453255.62,6223.95,0,Current,1,Active,N
LN-20014,2026-02-01,449585.01,6223.95,0,Current,1,Active,N
LN-20014,2026-03-01,445893.73,6223.95,0,Current,1,Active,N
LN-20014,2026-04-01,442181.65,6223.95,0,Current,1,Active,N
LN-20014,2026-05-01,438448.66,6223.95,0,Current,1,Active,N
LN-20014,2026-06-01,434694.64,6223.95,0,Current,1,Active,N
LN-20014,2026-07-01,430919.48,6223.95,0,Current,1,Active,N
LN-20015,2024-08-01,484699.56,15717.9,0,Current,1,Active,N
LN-20015,2024-09-01,471736.37,15717.9,0,Current,1,Active,N
LN-20015,2024-10-01,458699.5,15717.9,0,Current,1,Active,N
LN-20015,2024-11-01,445588.54,15717.9,0,Current,1,Active,N
LN-20015,2024-12-01,432403.07,15717.9,0,Current,1,Active,N
LN-20015,2025-01-01,419142.66,15717.9,0,Current,1,Active,N
LN-20015,2025-02-01,405806.88,15717.9,0,Current,1,Active,N
LN-20015,2025-03-01,392395.32,15717.9,0,Current,1,Active,N
LN-20015,2025-04-01,378907.53,15717.9,0,Current,1,Active,N
LN-20015,2025-05-01,365343.08,15717.9,0,Current,1,Active,N
LN-20015,2025-06-01,351701.55,15717.9,0,Current,1,Active,N
LN-20015,2025-07-01,337982.48,15717.9,0,Current,1,Active,N
LN-20015,2025-08-01,324185.45,15717.9,0,Current,1,Active,N
LN-20015,2025-09-01,310310.0,15717.9,0,Current,1,Active,N
LN-20015,2025-10-01,296355.69,15717.9,0,Current,1,Active,N
LN-20015,2025-11-01,282322.08,15717.9,0,Current,1,Active,N
LN-20015,2025-12-01,268208.71,15717.9,0,Current,1,Active,N
LN-20015,2026-01-01,254015.13,15717.9,0,Current,1,Active,N
LN-20015,2026-02-01,239740.88,15717.9,0,Current,1,Active,N
LN-20015,2026-03-01,225385.5,15717.9,0,Current,1,Active,N
LN-20015,2026-04-01,210948.54,15717.9,0,Current,1,Active,N
LN-20015,2026-05-01,196429.53,15717.9,0,Current,1,Active,N
LN-20015,2026-06-01,181828.01,15717.9,0,Current,1,Active,N
LN-20015,2026-07-01,167143.49,15717.9,0,Current,1,Active,N
LN-20016,2024-08-01,69004.29,411.15,85,60-89 Days,4,Active,N
LN-20016,2024-09-01,56678.94,337.71,87,60-89 Days,4,Active,N
LN-20016,2024-10-01,53192.6,316.94,0,Current,3,Active,N
LN-20016,2024-11-01,57073.21,340.06,0,Current,3,Active,N
LN-20016,2024-12-01,43936.58,261.79,0,Current,3,Active,N
LN-20016,2025-01-01,76433.37,455.42,0,Current,3,Active,N
LN-20016,2025-02-01,68779.39,409.81,0,Current,3,Active,N
LN-20016,2025-03-01,119059.7,709.4,0,Current,3,Active,N
LN-20016,2025-04-01,112172.02,668.36,0,Current,3,Active,N
LN-20016,2025-05-01,106729.89,635.93,0,Current,3,Active,N
LN-20016,2025-06-01,98217.28,585.21,0,Current,3,Active,N
LN-20016,2025-07-01,75921.29,452.36,0,Current,3,Active,N
LN-20016,2025-08-01,74295.01,442.67,0,Current,3,Active,N
LN-20016,2025-09-01,45841.4,273.14,0,Current,3,Active,N
LN-20016,2025-10-01,42493.56,253.19,0,Current,3,Active,N
LN-20016,2025-11-01,77508.1,461.82,0,Current,3,Active,N
LN-20016,2025-12-01,64569.86,384.73,0,Current,3,Active,N
LN-20016,2026-01-01,67753.28,403.7,0,Current,3,Active,N
LN-20016,2026-02-01,79193.4,471.86,0,Current,3,Active,N
LN-20016,2026-03-01,105977.57,631.45,0,Current,3,Active,N
LN-20016,2026-04-01,98853.68,589.0,0,Current,3,Active,N
LN-20016,2026-05-01,108337.82,645.51,0,Current,3,Active,N
LN-20016,2026-06-01,132231.24,787.88,0,Current,3,Active,N
LN-20016,2026-07-01,80853.73,481.75,0,Current,3,Active,N
LN-20017,2024-08-01,218258.58,12248.48,0,Current,2,Active,N
LN-20017,2024-09-01,207428.79,12248.48,0,Current,2,Active,N
LN-20017,2024-10-01,196528.6,12248.48,0,Current,2,Active,N
LN-20017,2024-11-01,185557.55,12248.48,0,Current,2,Active,N
LN-20017,2024-12-01,174515.2,12248.48,0,Current,2,Active,N
LN-20017,2025-01-01,163401.07,12248.48,0,Current,2,Active,N
LN-20017,2025-02-01,152214.7,12248.48,0,Current,2,Active,N
LN-20017,2025-03-01,140955.62,12248.48,0,Current,2,Active,N
LN-20017,2025-04-01,129623.36,12248.48,0,Current,2,Active,N
LN-20017,2025-05-01,118217.43,12248.48,0,Current,2,Active,N
LN-20017,2025-06-01,106737.37,12248.48,0,Current,2,Active,N
LN-20017,2025-07-01,95182.68,12248.48,0,Current,2,Active,N
LN-20017,2025-08-01,83552.89,12248.48,0,Current,2,Active,N
LN-20017,2025-09-01,71847.51,12248.48,0,Current,2,Active,N
LN-20017,2025-10-01,60066.04,12248.48,0,Current,2,Active,N
LN-20017,2025-11-01,48207.99,12248.48,0,Current,2,Active,N
LN-20017,2025-12-01,36272.87,12248.48,0,Current,2,Active,N
LN-20017,2026-01-01,24260.16,12248.48,0,Current,2,Active,N
LN-20017,2026-02-01,12169.38,12248.48,0,Current,2,Active,N
LN-20018,2024-08-01,5991.4,3021.71,0,Current,1,Active,N
LN-20018,2024-09-01,3004.34,3021.71,0,Current,1,Active,N
LN-20019,2024-08-01,838443.96,9249.61,0,Current,1,Active,N
LN-20019,2024-09-01,833288.75,9249.61,0,Current,1,Active,N
LN-20019,2024-10-01,828108.37,9249.61,0,Current,1,Active,N
LN-20019,2024-11-01,822902.69,9249.61,0,Current,1,Active,N
LN-20019,2024-12-01,817671.59,9249.61,0,Current,1,Active,N
LN-20019,2025-01-01,812414.94,9249.61,0,Current,1,Active,N
LN-20019,2025-02-01,807132.62,9249.61,0,Current,1,Active,N
LN-20019,2025-03-01,801824.51,9249.61,0,Current,1,Active,N
LN-20019,2025-04-01,796490.48,9249.61,0,Current,1,Active,N
LN-20019,2025-05-01,791130.4,9249.61,0,Current,1,Active,N
LN-20019,2025-06-01,785744.14,9249.61,0,Current,1,Active,N
LN-20019,2025-07-01,780331.58,9249.61,0,Current,1,Active,N
LN-20019,2025-08-01,774892.59,9249.61,0,Current,1,Active,N
LN-20019,2025-09-01,769427.04,9249.61,0,Current,1,Active,N
LN-20019,2025-10-01,763934.8,9249.61,0,Current,1,Active,N
LN-20019,2025-11-01,758415.74,9249.61,0,Current,1,Active,N
LN-20019,2025-12-01,752869.73,9249.61,0,Current,1,Active,N
LN-20019,2026-01-01,747296.63,9249.61,0,Current,1,Active,N
LN-20019,2026-02-01,741696.32,9249.61,0,Current,1,Active,N
LN-20019,2026-03-01,736068.66,9249.61,0,Current,1,Active,N
LN-20019,2026-04-01,730413.52,9249.61,0,Current,1,Active,N
LN-20019,2026-05-01,724730.76,9249.61,0,Current,1,Active,N
LN-20019,2026-06-01,719020.25,9249.61,0,Current,1,Active,N
LN-20019,2026-07-01,713281.86,9249.61,0,Current,1,Active,N
LN-20020,2024-08-01,120964.81,774.17,0,Current,1,Active,N
LN-20020,2024-09-01,134727.27,862.25,0,Current,1,Active,N
LN-20020,2024-10-01,96523.13,617.75,0,Current,1,Active,N
LN-20020,2024-11-01,157080.52,1005.32,0,Current,1,Active,N
LN-20020,2024-12-01,66977.24,428.65,0,Current,1,Active,N
LN-20020,2025-01-01,131359.9,840.7,0,Current,1,Active,N
LN-20020,2025-02-01,122322.83,782.87,0,Current,1,Active,N
LN-20020,2025-03-01,196321.74,1256.46,0,Current,1,Active,N
LN-20020,2025-04-01,187248.0,1198.39,0,Current,1,Active,N
LN-20020,2025-05-01,195504.28,1251.23,0,Current,1,Active,N
LN-20020,2025-06-01,176240.52,1127.94,0,Current,1,Active,N
LN-20020,2025-07-01,106813.61,683.61,0,Current,1,Active,N
LN-20020,2025-08-01,152271.13,974.54,0,Current,1,Active,N
LN-20020,2025-09-01,141569.68,906.05,0,Current,1,Active,N
LN-20020,2025-10-01,97708.93,625.34,0,Current,1,Active,N
LN-20020,2025-11-01,111928.05,716.34,0,Current,1,Active,N
LN-20020,2025-12-01,69725.27,446.24,0,Current,1,Active,N
LN-20020,2026-01-01,162648.6,1040.95,0,Current,1,Active,N
LN-20020,2026-02-01,142307.48,910.77,0,Current,1,Active,N
LN-20020,2026-03-01,192413.96,1231.45,0,Current,1,Active,N
LN-20020,2026-04-01,200855.61,1285.48,0,Current,1,Active,N
LN-20020,2026-05-01,227790.79,1457.86,0,Current,1,Active,N
LN-20020,2026-06-01,161561.1,1033.99,0,Current,1,Active,N
LN-20020,2026-07-01,135410.06,866.62,0,Current,1,Active,N
LN-20021,2024-08-01,360029.31,12223.35,0,Current,1,Active,N
LN-20021,2024-09-01,350266.16,12223.35,0,Current,1,Active,N
LN-20021,2024-10-01,340436.3,12223.35,0,Current,1,Active,N
LN-20021,2024-11-01,330539.26,12223.35,0,Current,1,Active,N
LN-20021,2024-12-01,320574.6,12223.35,0,Current,1,Active,N
LN-20021,2025-01-01,310541.85,12223.35,0,Current,1,Active,N
LN-20021,2025-02-01,300440.53,12223.35,0,Current,1,Active,N
LN-20021,2025-03-01,290270.2,12223.35,0,Current,1,Active,N
LN-20021,2025-04-01,280030.36,12223.35,0,Current,1,Active,N
LN-20021,2025-05-01,269720.55,12223.35,0,Current,1,Active,N
LN-20021,2025-06-01,259340.3,12223.35,0,Current,1,Active,N
LN-20021,2025-07-01,248889.11,12223.35,0,Current,1,Active,N
LN-20021,2025-08-01,238366.5,12223.35,0,Current,1,Active,N
LN-20021,2025-09-01,227771.99,12223.35,0,Current,1,Active,N
LN-20021,2025-10-01,217105.09,12223.35,0,Current,1,Active,N
LN-20021,2025-11-01,206365.29,12223.35,0,Current,1,Active,N
LN-20021,2025-12-01,195552.1,12223.35,0,Current,1,Active,N
